,LEFT_NAME,RIGHT_NAME,M1_CONTENT,M2_CONTENT,TRUE_DISTANCE_MENTION,M1_TYPE,M1_GP,M1_GENRE,M1_NB,M1_EN,M2_TYPE,M2_GP,M2_GENRE,M2_NB,M2_EN,ID_FORM,ID_SUBFORM,ID_EN,ID_GP,ID_GENRE,ID_NB,ID_PREV,ID_NEXT,ID_SPK,ID_TYPE,EMBEDDED,INCL_RATE,COM_RATE,DISTANCE_MENTION,DISTANCE_WORD,DISTANCE_CHAR
181,363,368,du tourisme,mardi,4,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,2,3,6
182,332,336,un chalet en bois,la bougie,3,0,0,0,0,8,0,0,1,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,2,4
183,269,273,l' hôtel-restaurant du sommet,les sites touristiques,3,0,0,2,2,8,0,1,0,1,8,1,1,0,1,2,2,2,2,2,0,1,0,0,1,3,5
184,138,141,gendarmerie,l',2,0,0,1,0,8,0,1,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,1,2,5
185,216,220,Cette année,sa course,3,0,1,1,0,8,0,1,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
186,164,169,au rendez -vous,« Ballooning Adventures,4,0,0,0,0,8,2,1,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,2,4,7
187,349,351,"au Ballon , Jean-Louis Fretti",les yeux,1,2,0,2,2,8,0,1,0,1,8,1,1,0,1,2,2,2,2,2,2,1,0,0,0,1,3
188,206,209,départ,au hasard,2,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
189,220,223,sa course,l' envol philatélique,2,0,1,1,0,8,0,1,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,3,5
190,363,366,du tourisme,la Gentiane et les Démineurs,2,0,0,0,0,8,2,0,1,0,8,1,1,0,0,1,0,2,2,2,2,1,0,0,1,2,5
191,217,220,la montgolfière,sa course,2,0,1,1,0,8,0,1,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,2,5
192,180,183,les cartes de voeux,la mention,2,0,0,1,1,8,0,1,1,0,8,1,1,0,1,0,1,2,2,2,0,1,0,0,1,3,5
193,278,282,des Redoutes,Parisiens,3,0,0,2,1,8,0,1,0,1,0,1,1,1,1,2,0,2,2,2,0,1,0,0,1,2,4
194,212,215,les cartes,le courrier,2,0,1,1,1,8,0,1,0,0,8,1,1,0,0,1,1,2,2,2,0,1,0,0,1,3,5
195,62,65,d' intention criminelle,cette fascination,2,0,0,1,0,8,0,1,1,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,3,5
196,159,164,hier matin,au rendez -vous,4,0,1,0,0,8,0,0,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,2,3,5
197,223,228,l' envol philatélique,qui,4,0,1,2,2,8,1,1,2,2,8,1,1,0,0,2,2,2,2,2,1,1,0,0,2,4,6
198,352,355,les yeux au ciel,Philippe PIOT,2,0,0,0,1,8,2,1,0,0,2,1,1,1,1,0,1,2,2,2,2,1,0,0,1,3,5
199,354,355,cela,Philippe PIOT,0,1,1,2,0,8,2,1,0,0,2,1,1,1,0,2,0,2,2,2,2,1,0,0,0,2,4
200,198,199,toute la matinée,plusieurs centaines de personnes,0,0,1,1,0,8,0,0,1,1,8,1,1,0,1,0,1,2,2,2,0,1,0,0,0,2,4
201,366,371,la Gentiane et les Démineurs,la ferme-auberge du Ballon,4,2,0,1,0,8,2,0,1,0,8,1,1,0,0,0,0,2,2,2,2,1,0,1,2,4,6
202,94,99,« Total,bordure de la RN 83,4,2,1,2,2,8,0,0,1,0,8,1,1,0,1,2,2,2,2,2,2,1,0,0,2,2,5
203,32,36,sa détresse,de manière urgente,3,0,1,1,0,8,0,0,1,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,3,5
204,191,194,Lachapelle-sous-Chaux,du Nouvel An,2,0,0,0,1,3,0,0,2,2,8,1,1,1,0,2,2,2,2,2,0,1,0,0,1,2,5
205,380,382,du Ballon,"Thierry Jeanroy ,",1,0,0,0,0,8,2,1,0,0,8,1,1,0,1,0,0,2,2,2,2,1,0,0,0,1,3
206,32,35,sa détresse,il,2,0,1,1,0,8,1,0,0,0,8,1,1,0,1,1,0,2,2,2,1,1,0,0,1,2,4
207,298,299,Le vocabulaire,Il,0,0,1,0,0,8,1,1,0,0,8,1,1,0,0,0,0,2,2,2,1,1,0,0,0,3,6
208,112,116,un morceau de bois,butane,3,0,0,0,0,8,2,0,2,1,8,1,1,0,0,2,1,2,2,2,2,1,0,0,1,3,5
209,84,89,des flammes,30 ans,4,0,1,1,1,8,0,1,0,1,8,1,1,0,0,1,0,2,2,2,0,1,0,0,2,4,6
210,179,180,cette occasion,les cartes de voeux,0,0,0,1,0,8,0,0,1,1,8,1,1,0,0,0,1,2,2,2,0,1,0,0,0,1,3
211,106,110,Le soir de la Toussaint 2001,gaz,3,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
212,149,150,il,le tribunal,0,1,1,0,0,8,0,0,0,0,8,1,1,0,1,0,0,2,2,2,1,1,0,0,0,2,4
213,4,7,Menoncourt,une altération du discernement,2,2,0,0,0,0,0,0,1,0,8,1,1,1,0,1,0,2,2,2,2,1,0,0,1,3,6
214,17,21,son sujet,"le jeune homme ,",3,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,3,5
215,340,343,Les gens,du massif,2,0,1,0,1,8,0,0,0,0,8,1,1,0,1,0,1,2,2,2,0,1,0,0,1,2,5
216,53,54,le prévenu,il,0,0,1,0,0,8,1,0,0,0,8,1,1,0,1,0,0,2,2,2,1,1,0,0,0,3,5
217,52,55,le tribunal correctionnel,l' effet de l' alcool,2,0,0,0,0,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,4,6
218,164,168,au rendez -vous,L' association « Ballooning Adventures »,3,0,0,0,0,8,0,0,1,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,4,7
219,101,103,la RN 83,le territoire de la commune de Menoncourt,1,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,1,1,0,1,3
220,83,84,Je,des flammes,0,1,1,2,0,8,0,1,1,1,8,1,1,0,0,2,1,2,2,2,1,1,0,0,0,1,3
221,362,366,soi,la Gentiane et les Démineurs,3,0,0,0,0,8,2,0,1,0,8,1,1,0,0,1,0,2,2,2,2,1,0,0,1,3,6
222,9,12,la responsabilité pénale de Franck,quelques traits alarmants,2,0,0,1,0,8,0,1,0,1,8,1,1,0,1,1,1,2,2,2,0,1,0,0,1,2,5
223,116,120,butane,Il,3,2,0,2,1,8,1,1,0,0,8,1,1,0,1,2,1,2,2,2,2,1,0,0,1,2,4
224,43,47,le tribunal condamne Franck,sursis,3,2,0,2,0,8,0,0,0,0,8,1,1,0,0,2,0,2,2,2,2,1,0,0,1,2,5
225,70,71,le feu,la Toussaint,0,0,0,0,0,8,2,0,0,0,8,1,1,0,0,0,0,2,2,2,2,1,0,0,0,2,4
226,343,346,du massif,chaque groupe,2,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,4,6
227,367,368,les Démineurs,mardi,0,0,1,0,1,8,0,1,0,0,8,1,1,0,0,0,1,2,2,2,0,1,0,0,0,2,4
228,131,136,la fuite en voiture,l' explosion attendue,4,0,0,1,0,8,0,1,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,2,3,6
229,119,124,la station .,au sol,4,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,2,3,6
230,157,158,voeux,montgolfière,0,0,0,0,1,8,0,0,1,0,8,1,1,0,0,1,1,2,2,2,0,1,0,0,0,2,4
231,113,117,un morceau de bois coincé,butane de la station,3,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,1,1,2,5
232,356,358,Une pluie presque gelée,Un brouillard épais,1,0,1,1,0,8,0,1,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,0,2,4
233,169,172,« Ballooning Adventures,hier matin,2,2,1,2,2,8,0,1,0,0,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,3,5
234,246,250,« Le seul point positif,table,3,2,1,2,2,8,0,0,1,0,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,3,6
235,295,299,Jean-Louis Fretti,Il,3,2,1,2,2,2,1,1,0,0,8,1,1,1,0,2,2,2,2,2,2,1,0,0,1,4,7
236,216,219,Cette année,les cartes,2,0,1,1,0,8,0,1,1,1,8,1,1,0,0,0,1,2,2,2,0,1,0,0,1,2,5
237,390,394,Belfort,on,3,2,0,0,0,0,1,1,2,0,8,1,1,1,1,2,0,2,2,2,2,1,0,0,1,3,6
238,194,199,du Nouvel An,plusieurs centaines de personnes,4,0,0,2,2,8,0,0,1,1,8,1,1,0,0,2,2,2,2,2,0,1,0,0,2,4,6
239,245,248,la pluie .,cette pluie,2,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,1,2,1,2,4
240,285,289,leur matériel de ski,au poste,3,0,0,0,0,8,0,0,2,0,8,1,1,0,0,2,0,2,2,2,0,1,0,0,1,2,4
241,56,60,l' effet de l' alcool »,il,3,0,0,2,2,8,1,0,0,0,8,1,1,0,0,2,2,2,2,2,1,1,0,0,1,2,4
242,175,179,la 17ème édition,cette occasion,3,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
243,330,331,"1,2 km",nous,0,0,1,0,0,8,1,1,2,1,8,1,1,0,0,2,1,2,2,2,1,1,0,0,0,1,2
244,121,125,le tout d' hydrocarbure,une traînée d' essence,3,2,0,2,2,8,0,0,1,0,8,1,1,0,0,2,2,2,2,2,2,1,0,1,1,2,5
245,76,81,"mon frère ,",m',4,0,0,0,0,8,0,1,0,2,8,1,1,0,1,0,2,2,2,2,0,1,0,0,2,4,6
246,205,209,le lieu de départ,au hasard,3,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
247,310,315,dimanche,Le Langenberg,4,0,1,0,0,8,2,1,0,0,8,1,1,0,0,0,0,2,2,2,2,1,0,0,2,3,5
248,301,306,des touristes,Nouvel An,4,0,0,2,1,8,0,0,2,2,3,1,1,1,0,2,2,2,2,2,0,1,0,0,2,3,6
249,262,265,la Chaumière,de souvenirs des démineurs,2,2,1,1,0,8,0,0,0,1,8,1,1,0,1,1,1,2,2,2,2,1,0,0,1,2,4
250,81,85,m',le 13 novembre dernier,3,0,1,0,2,8,2,1,2,2,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,3,6
251,33,36,sa détresse .,de manière urgente,2,0,1,1,0,8,0,0,1,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,3,5
252,394,396,on,le temps,1,1,1,2,0,8,0,1,0,0,8,1,1,0,0,2,0,2,2,2,1,1,0,0,0,3,5
253,78,81,Mon frère,m',2,0,1,0,0,8,0,1,0,2,8,1,1,0,0,0,2,2,2,2,0,1,0,0,1,3,5
254,171,175,la tradition,la 17ème édition,3,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,1,2,1,3,5
255,297,301,les températures,des touristes,3,0,1,1,1,8,0,0,2,1,8,1,1,0,1,2,0,2,2,2,0,1,0,0,1,4,7
256,33,35,sa détresse .,il,1,0,1,1,0,8,1,0,0,0,8,1,1,0,1,1,0,2,2,2,1,1,0,0,0,2,4
257,290,294,la cabane en bois,du Ballon,3,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,2,5
258,95,99,« Total »,bordure de la RN 83,3,2,1,2,2,8,0,0,1,0,8,1,1,0,1,2,2,2,2,2,2,1,0,0,1,2,4
259,335,340,on,Les gens,4,1,1,2,0,8,0,1,0,1,8,1,1,0,0,2,1,2,2,2,1,1,0,0,2,3,5
260,299,304,Il,plusieurs mois à l' avance,4,1,1,0,0,8,0,0,0,1,8,1,1,0,1,0,1,2,2,2,1,1,0,0,2,3,6
261,167,169,Les lettres,« Ballooning Adventures,1,0,1,1,1,8,2,1,2,2,8,1,1,0,0,2,2,2,2,2,2,1,0,0,0,3,6
262,241,243,quelques Belges et Hollandais,aux hauteurs,1,0,1,0,1,8,0,0,0,1,8,1,1,0,1,0,0,2,2,2,0,1,0,0,0,2,4
263,126,130,d' essence,la fuite,3,2,0,2,2,8,0,0,1,0,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,3,5
264,313,316,accueil,Le potentiel,2,0,1,0,0,8,0,1,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,6
265,172,176,hier matin,l' envol philatélique,3,0,1,0,0,8,0,0,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,1,3,5
266,132,133,voiture,l',0,0,0,1,0,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,0,1,3
267,120,121,Il,le tout d' hydrocarbure,0,1,1,0,0,8,2,0,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,0,2,4
268,390,393,Belfort,La neige,2,2,0,0,0,0,0,1,1,0,8,1,1,1,1,1,0,2,2,2,2,1,0,0,1,3,5
269,234,235,un club-house,Touristes,0,0,1,0,0,8,0,1,2,1,8,1,1,0,0,2,1,2,2,2,0,1,0,0,0,1,3
270,79,83,Cela,Je,3,1,1,2,0,8,1,1,2,0,8,1,1,0,0,2,0,2,2,2,0,1,0,0,1,3,5
271,286,287,ski,la Gentiane,0,2,0,0,0,8,2,0,1,0,8,1,1,0,0,1,0,2,2,2,2,1,0,0,0,1,2
272,320,323,les sorties en raquette,VTT,2,0,0,1,1,8,0,1,0,0,8,1,1,0,1,1,1,2,2,2,0,1,0,0,1,2,4
273,21,23,"le jeune homme ,",colère,1,0,1,0,0,8,0,0,1,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,0,2,4
274,198,202,toute la matinée,de voeux,3,0,1,1,0,8,0,0,0,1,8,1,1,0,1,1,1,2,2,2,0,1,0,0,1,3,6
275,78,82,Mon frère,des cauchemars,3,0,1,0,0,8,0,1,0,1,8,1,1,0,0,0,1,2,2,2,0,1,0,0,1,3,5
276,352,357,les yeux au ciel,le vent,4,0,0,0,1,8,0,0,0,0,8,1,1,0,0,0,1,2,2,2,0,1,0,0,2,4,7
277,46,48,prison,mise à l' épreuve,1,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,0,2,4
278,240,242,quelques Belges,Hollandais,1,0,1,0,1,8,2,1,0,0,0,1,1,1,0,0,1,2,2,2,2,1,0,0,0,1,3
279,234,239,un club-house,passage,4,0,1,0,0,8,0,0,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,2,3,6
280,296,301,son journal,des touristes,4,0,0,0,0,8,0,0,2,1,8,1,1,0,0,2,1,2,2,2,0,1,0,0,2,4,7
281,63,65,l' époque,cette fascination,1,0,0,2,2,8,0,1,1,0,8,1,1,0,1,2,2,2,2,2,0,1,0,0,0,2,4
282,258,261,du Ballon,"mardi ,",2,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,2,5
283,209,212,au hasard,les cartes,2,0,0,0,0,8,0,1,1,1,8,1,1,0,1,1,1,2,2,2,0,1,0,0,1,3,6
284,150,152,le tribunal,un médecin généraliste,1,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,0,2,4
285,120,122,Il,d' hydrocarbure,1,1,1,0,0,8,2,1,2,2,8,1,1,0,0,2,2,2,2,2,2,1,0,0,0,2,4
286,204,208,les airs,l' atterrissage,3,0,0,0,1,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,3,5
287,111,113,l',un morceau de bois coincé,1,0,1,2,2,8,0,0,0,0,8,1,1,0,1,2,2,2,2,2,0,1,0,0,0,2,4
288,331,335,nous,on,3,1,1,2,1,8,1,1,2,0,8,1,1,0,0,2,1,2,2,2,0,1,0,0,1,3,5
289,107,110,la Toussaint 2001,gaz,2,2,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,2,1,0,0,1,3,5
290,238,240,la clientèle de passage,quelques Belges,1,0,0,1,0,8,0,1,0,1,8,1,1,0,1,1,1,2,2,2,0,1,0,0,0,1,3
291,281,284,Nordistes et Parisiens,des coffres,2,2,1,2,2,8,0,1,0,1,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,3,5
292,183,188,la mention,l' association,4,0,1,1,0,8,0,0,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,2,4,6
293,295,297,Jean-Louis Fretti,les températures,1,2,1,2,2,2,0,1,1,1,8,1,1,1,0,2,2,2,2,2,2,1,0,0,0,2,5
294,385,387,des Démineurs,Vosges,1,0,0,0,1,8,2,0,0,0,0,1,1,1,0,0,1,2,2,2,2,1,0,0,0,2,5
295,249,250,les gens,table,0,0,1,0,1,8,0,0,1,0,8,1,1,0,1,1,1,2,2,2,0,1,0,0,0,2,4
296,190,194,la route,du Nouvel An,3,0,0,1,0,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,1,3,5
297,50,54,une obligation de soins .,il,3,0,0,1,0,8,1,0,0,0,8,1,1,0,0,1,0,2,2,2,1,1,0,0,1,3,6
298,74,79,"la tombe de mon frère ,",Cela,4,2,0,2,0,8,1,1,2,0,8,1,1,0,1,2,0,2,2,2,2,1,0,0,2,3,6
299,30,32,son client,sa détresse,1,0,0,0,0,8,0,1,1,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,0,2,4
300,43,48,le tribunal condamne Franck,mise à l' épreuve,4,2,0,2,0,8,0,0,1,0,8,1,1,0,0,2,0,2,2,2,2,1,0,0,2,3,5
301,167,168,Les lettres,L' association « Ballooning Adventures »,0,0,1,1,1,8,0,0,1,0,8,1,1,0,1,0,1,2,2,2,0,1,0,0,0,3,5
302,158,162,montgolfière,Un coin de ciel dégagé était au rendez -vous,3,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,2,5
303,260,264,mardi,le magasin de souvenirs des démineurs,3,0,1,0,0,8,0,0,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,1,2,4
304,28,31,Me Schneider,ses idées noires,2,0,0,0,0,2,0,1,1,1,8,1,1,1,1,1,1,2,2,2,0,1,0,0,1,3,6
305,67,70,J',le feu,2,0,1,2,2,8,0,0,0,0,8,1,1,0,1,2,2,2,2,2,0,1,0,0,1,2,5
306,112,115,un morceau de bois,des bouteilles de butane de la station,2,0,0,0,0,8,0,0,1,1,8,1,1,0,0,1,1,2,2,2,0,1,1,1,1,2,4
307,259,264,mi-janvier,le magasin de souvenirs des démineurs,4,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,2,2,5
308,7,9,une altération du discernement,la responsabilité pénale de Franck,1,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,0,2,5
309,207,209,celui de l' atterrissage,au hasard,1,1,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,1,1,0,0,0,1,4
310,248,252,cette pluie,le tour des produits régionaux,3,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,4,6
311,344,349,des légendes locales,"au Ballon , Jean-Louis Fretti",4,0,1,1,1,8,2,0,2,2,8,1,1,0,1,2,2,2,2,2,2,1,0,0,2,4,6
312,140,144,un témoin,sciences,3,0,0,0,0,8,0,0,1,1,8,1,1,0,0,1,1,2,2,2,0,1,0,0,1,3,5
313,146,150,arrêt maladie,le tribunal,3,0,0,0,0,8,0,0,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,3,5
314,120,123,Il,hydrocarbure,2,1,1,0,0,8,0,1,1,0,8,1,1,0,0,1,0,2,2,2,1,1,0,0,1,2,4
315,73,76,la tombe de mon frère,"mon frère ,",2,2,0,2,0,8,0,0,0,0,8,1,1,0,0,2,0,2,2,2,2,1,2,3,1,0,0
316,205,207,le lieu de départ,celui de l' atterrissage,1,0,0,0,0,8,1,0,0,0,8,1,1,0,0,0,0,2,2,2,1,1,1,1,0,2,4
317,65,66,cette fascination,le feu,0,0,1,1,0,8,0,0,0,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,0,1,4
318,250,253,table,des produits régionaux,2,0,0,1,0,8,0,0,0,1,8,1,1,0,0,1,1,2,2,2,0,1,0,0,1,3,5
319,259,260,mi-janvier,mardi,0,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,0,1,3
320,316,321,Le potentiel,raquette,4,0,1,0,0,8,0,0,1,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,2,4,6
321,218,223,la montgolfière transportant les cartes,l' envol philatélique,4,0,1,1,0,8,0,1,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,0,2,3,6
322,20,25,le jeune homme,une chaise,4,0,1,0,0,8,0,1,1,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,2,3,5
323,328,329,Nous,petits groupes,0,1,1,2,1,8,0,0,0,1,8,1,1,0,1,2,0,2,2,2,1,1,0,0,0,1,4
324,9,14,la responsabilité pénale de Franck,du prévenu,4,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,2,3,6
325,262,267,la Chaumière,des démineurs,4,2,1,1,0,8,0,0,0,1,8,1,1,0,1,1,1,2,2,2,2,1,0,0,2,2,5
326,316,319,Le potentiel,un trait,2,0,1,0,0,8,0,1,0,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,1,4,6
327,293,297,montagne,les températures,3,2,0,2,0,8,0,1,1,1,8,1,1,0,1,2,1,2,2,2,2,1,0,0,1,3,6
328,98,99,aux Errues,bordure de la RN 83,0,2,0,2,2,8,0,0,1,0,8,1,1,0,0,2,2,2,2,2,2,1,0,0,0,1,3
329,39,42,charge,le tribunal,2,0,0,1,0,8,0,1,0,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,1,2,4
330,229,232,au cours de l' année,l' aménagement d' un atelier et d' un club-house,2,0,0,0,2,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,0,1,0,1,1,2,4
331,145,148,le jeune homme,de longs mois,2,0,1,0,0,8,0,0,0,1,8,1,1,0,1,0,1,2,2,2,0,1,0,0,1,2,5
332,317,322,un temps pareil,les parcours VTT,4,0,0,0,0,8,0,1,0,1,8,1,1,0,1,0,1,2,2,2,0,1,0,0,2,3,5
333,239,242,passage,Hollandais,2,0,0,0,0,8,2,1,0,0,0,1,1,1,1,0,0,2,2,2,2,1,0,0,1,2,4
334,66,68,le feu,une sorte de fascination,1,0,0,0,0,8,0,0,1,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,0,3,5
335,71,72,la Toussaint,Nous,0,2,0,0,0,8,1,1,2,1,8,1,1,0,1,2,1,2,2,2,2,1,0,0,0,1,3
336,254,257,Thierry Jeanroy,l' auberge du Ballon,2,2,1,0,0,2,0,0,2,2,8,1,1,1,1,2,2,2,2,2,2,1,0,0,1,3,5
337,85,89,le 13 novembre dernier,30 ans,3,2,1,2,2,8,0,1,0,1,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,3,5
338,181,186,voeux,Cette année,4,0,0,0,1,8,0,0,1,0,8,1,1,0,0,1,1,2,2,2,0,1,0,0,2,4,6
339,355,358,Philippe PIOT,Un brouillard épais,2,2,1,0,0,2,0,1,0,0,8,1,1,1,0,0,0,2,2,2,2,1,0,0,1,4,6
340,132,137,voiture,"une patrouille de gendarmerie ,",4,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,2,4,7
341,41,44,Ce jour là,Franck,2,0,1,0,0,8,2,1,0,0,2,1,1,1,0,0,0,2,2,2,2,1,0,0,1,2,4
342,183,185,la mention,montgolfière,1,0,1,1,0,8,0,0,1,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,0,2,5
343,276,280,la tête des Redoutes,Nordistes,3,0,0,1,0,8,2,1,2,2,0,1,1,1,1,2,2,2,2,2,2,1,0,0,1,1,3
344,233,234,un atelier,un club-house,0,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,1,3,0,1,3
345,169,174,« Ballooning Adventures,Chaux,4,2,1,2,2,8,0,0,1,0,0,1,1,1,1,2,2,2,2,2,2,1,0,0,2,3,6
346,12,13,quelques traits alarmants,la personnalité du prévenu,0,0,1,0,1,8,0,0,1,0,8,1,1,0,1,1,1,2,2,2,0,1,0,0,0,1,3
347,36,38,de manière urgente,une prise en charge médicale,1,0,0,1,0,8,0,0,1,0,8,1,1,0,0,0,0,2,2,2,0,1,0,0,0,1,4
348,25,28,une chaise,Me Schneider,2,0,1,1,0,8,0,0,0,0,2,1,1,1,1,1,0,2,2,2,0,1,0,0,1,2,4
349,251,253,le temps,des produits régionaux,1,0,1,0,0,8,0,0,0,1,8,1,1,0,1,0,1,2,2,2,0,1,0,0,0,2,4
350,265,270,de souvenirs des démineurs,du sommet,4,0,0,0,1,8,0,0,0,0,8,1,1,0,0,0,1,2,2,2,0,1,0,0,2,3,5
351,23,27,colère,au domicile familial .,3,0,0,1,0,8,0,0,0,0,8,1,1,0,0,1,0,2,2,2,0,1,0,0,1,3,5
352,335,338,on,un feu de bois .,2,1,1,2,0,8,0,0,0,0,8,1,1,0,1,2,0,2,2,2,1,1,0,0,1,3,5
353,385,390,des Démineurs,Belfort,4,0,0,0,1,8,2,0,0,0,0,1,1,1,0,0,1,2,2,2,2,1,0,0,2,3,5
354,88,90,Belfort,le 1er novembre 2001,1,2,0,0,0,0,2,1,2,2,8,1,1,1,1,2,2,2,2,2,2,1,0,0,0,4,6
355,206,211,départ,le relais,4,0,0,0,0,8,0,1,0,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,2,4,6
356,54,56,il,l' effet de l' alcool »,1,1,0,0,0,8,0,0,2,2,8,1,1,0,0,2,2,2,2,2,1,1,0,0,0,2,4
357,59,61,Menoncourt,Je,1,2,0,0,0,0,1,1,2,0,8,1,1,1,1,2,0,2,2,2,2,1,0,0,0,2,4
358,224,225,l' occasion,ses nouveaux locaux,0,0,1,2,2,8,0,0,0,1,8,1,1,0,1,2,2,2,2,2,0,1,0,0,0,1,4
359,1,3,« Pyromanie pathologique,les faits de Menoncourt,1,0,1,1,0,8,0,0,0,1,8,1,1,0,1,1,1,2,2,2,0,1,0,0,0,3,6
360,90,93,le 1er novembre 2001,la station-service « Total »,2,2,1,2,2,8,0,1,1,0,8,1,1,0,0,2,2,2,2,2,2,1,0,0,1,1,2
361,123,125,hydrocarbure,une traînée d' essence,1,0,1,1,0,8,0,0,1,0,8,1,1,0,1,0,0,2,2,2,0,1,0,0,0,2,5
362,41,45,Ce jour là,deux mois de prison,3,0,1,0,0,8,0,0,0,1,8,1,1,0,1,0,1,2,2,2,0,1,0,0,1,2,5
363,298,300,Le vocabulaire,la présence des touristes,1,0,1,0,0,8,0,0,1,0,8,1,1,0,1,1,0,2,2,2,0,1,0,0,0,3,6
364,299,300,Il,la présence des touristes,0,1,1,0,0,8,0,0,1,0,8,1,1,0,1,1,0,2,2,2,1,1,0,0,0,1,3
365,53,58,le prévenu,l' alcool »,4,0,1,0,0,8,0,0,2,2,8,1,1,0,1,2,2,2,2,2,0,1,0,0,2,4,6
366,393,394,La neige,on,0,0,1,1,0,8,1,1,2,0,8,1,1,0,0,2,0,2,2,2,1,1,0,0,0,1,2
